PubChem_CID	name	iupac_name	inchi_key	References	ototoxicity_sum	abs_sum	score	class
2478	Busulfan	4-methylsulfonyloxybutyl methanesulfonate	COVZYZSDYWQREU-UHFFFAOYSA-N	41707693	1	1	0.0084217618325753	ototoxic
2481	Butalbital	5-(2-methylpropyl)-5-prop-2-enyl-1,3-diazinane-2,4,6-trione	UZVHFVZFNXBMQJ-UHFFFAOYSA-N	21099741, 12731655	2	2	0.0168435236651507	ototoxic
2519	Caffeine	1,3,7-trimethylpurine-2,6-dione	RYYVLZVUVIJVGH-UHFFFAOYSA-N	38784349, 34869338, 29457627, 28847616, 25727640, 10373050, 1318281	7	7	0.0589523328280276	ototoxic
2520	Verapamil	2-(3,4-dimethoxyphenyl)-5-[2-(3,4-dimethoxyphenyl)ethyl-methylamino]-2-propan-2-ylpentanenitrile	SGTNSNPWRIOYBX-UHFFFAOYSA-N	38563869, 12124659, 8951443, 1283570, 2197052, 2475686	0	6	0.0	undetermined
2554	Carbamazepine	benzo[b][1]benzazepine-11-carboxamide	FFGPTBGBLSHEPO-UHFFFAOYSA-N	39450527, 40078240, 38707045, 39770461, 38192206, 38204275, 37171375, 36057761, 34628237, 34776477, 29732549, 29695895, 29450890, 31001654, 28838247, 29991348, 28742631, 29427834, 27306762, 27056408, 26335440, 25912051, 26336972, 24941134, 24908564, 22159662, 21735419, 22620289, 21571463, 19926254, 17538173, 17173601, 16081106, 14642372, 12451459, 10907977, 10037290, 10086834, 9213081, 7894845, 7874409, 2036618, 2201541, 2387286, 2362393, 2500138, 2961558, 3492476, 3925335, 3997307, 6424398, 6946161	50	52	0.421088091628769	ototoxic
2576	Carisoprodol	[2-(carbamoyloxymethyl)-2-methylpentyl] N-propan-2-ylcarbamate	OFZCIYFFPZCNJE-UHFFFAOYSA-N	29457627, 19908948	2	2	0.0168435236651507	ototoxic
2578	Carmustine	1,3-bis(2-chloroethyl)-1-nitrosourea	DLGOEMSEDOSKAD-UHFFFAOYSA-N	17026822	1	1	0.0084217618325753	ototoxic
2583	Carteolol	5-[3-(tert-butylamino)-2-hydroxypropoxy]-3,4-dihydro-1H-quinolin-2-one	LWAFSWPYPHEXKX-UHFFFAOYSA-N	39263973	1	1	0.0084217618325753	ototoxic
2585	Carvedilol	1-(9H-carbazol-4-yloxy)-3-[2-(2-methoxyphenoxy)ethylamino]propan-2-ol	OGHNVEJMJSYVRP-UHFFFAOYSA-N	31083995, 21679007, 17804098, 11295713, 2908307	3	5	0.0252652854977261	ototoxic
2603	Cccp	2-[(3-chlorophenyl)hydrazinylidene]propanedinitrile	UGTJLJZQQFGTJD-UHFFFAOYSA-N	34095303	-1	1	-0.0084217618325753	otoprotective
2662	Celecoxib	4-[5-(4-methylphenyl)-3-(trifluoromethyl)pyrazol-1-yl]benzenesulfonamide	RZEKVGVHFLEQIL-UHFFFAOYSA-N	28484877, 28770976, 24043481, 20935616, 10463513, 10509845	4	6	0.0336870473303015	ototoxic
2663	Celiprolol	3-[3-acetyl-4-[3-(tert-butylamino)-2-hydroxypropoxy]phenyl]-1,1-diethylurea	JOATXPAWOHTVSZ-UHFFFAOYSA-N	40559232	1	1	0.0084217618325753	ototoxic
2719	Chloroquine	4-N-(7-chloroquinolin-4-yl)-1-N,1-N-diethylpentane-1,4-diamine	WHTVZRBIWZFKQO-UHFFFAOYSA-N	39376413, 38382520, 35645195, 36003319, 35096175, 33491234, 34142589, 33893862, 34489859, 33780902, 32768772, 33075521, 35851196, 32603516, 32574312, 32774508, 31387792, 30654088, 27186836, 25025411, 23238197, 21264010, 17594118, 15955868, 11093607, 9253479, 8702037, 3177430, 4013729, 6354507, 7093567, 1120003	30	32	0.252652854977261	ototoxic
2720	Chlorothiazide	6-chloro-1,1-dioxo-4H-1lambda6,2,4-benzothiadiazine-7-sulfonamide	JBMKAUGHUNFTOL-UHFFFAOYSA-N	29670475	1	1	0.0084217618325753	ototoxic
2725	Chlorpheniramine	3-(4-chlorophenyl)-N,N-dimethyl-3-pyridin-2-ylpropan-1-amine	SOYKEARSMXGVTM-UHFFFAOYSA-N	23747192, 3057041	2	2	0.0168435236651507	ototoxic
2726	Chlorpromazine	3-(2-chlorophenothiazin-10-yl)-N,N-dimethylpropan-1-amine	ZPEIMTDSQAKGNT-UHFFFAOYSA-N	25177834, 1978469, 6370967, 474122, 484349, 799401	6	6	0.0505305709954523	ototoxic
2730	Chlorpyrifos	diethoxy-sulfanylidene-[(3,5,6-trichloro-2-pyridinyl)oxy]-lambda5-phosphane	SBPBAQFWLVIOKP-UHFFFAOYSA-N	26589545	1	1	0.0084217618325753	ototoxic
2732	Chlorthalidone	2-chloro-5-(1-hydroxy-3-oxo-2H-isoindol-1-yl)benzenesulfonamide	JIVPVXMEBJLZRO-UHFFFAOYSA-N	33438552, 26932948, 3607820, 3902676	4	4	0.0336870473303015	ototoxic
2733	Chlorzoxazone	5-chloro-3H-1,3-benzoxazol-2-one	TZFWDZFKRBELIQ-UHFFFAOYSA-N	23975871	1	1	0.0084217618325753	ototoxic
2749	Ciclopirox	6-cyclohexyl-1-hydroxy-4-methylpyridin-2-one	SCKYRAXSEDYPSA-UHFFFAOYSA-N	18698269	1	1	0.0084217618325753	ototoxic
2754	Cilostazol	6-[4-(1-cyclohexyltetrazol-5-yl)butoxy]-3,4-dihydro-1H-quinolin-2-one	RRGUKTPIGVIEKM-UHFFFAOYSA-N	35849599, 30423756, 27576862, 25358850, 23429295	-1	5	-0.0084217618325753	otoprotective
2756	Cimetidine	1-cyano-2-methyl-3-[2-[(5-methyl-1H-imidazol-4-yl)methylsulfanyl]ethyl]guanidine	AQIXAKUUQRKLND-UHFFFAOYSA-N	39947413, 38718672, 34234249, 35221917, 28448657, 24403515, 21854840, 21733416, 20110413, 15954973, 3524307, 6356321	-6	12	-0.0505305709954523	otoprotective
2764	Ciprofloxacin	1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid	MYSWGUAQZAJSOK-UHFFFAOYSA-N	40484407, 39831503, 40005998, 37026784, 37696227, 30199500, 27845826, 25363170, 22804826, 24294571, 20977110, 19289700, 18664984, 19041513, 16625551, 15841993, 15117142, 14561355, 11589975, 9794617, 8164024, 8485267, 1584593, 1622440, 1554468, 1929256, 2589366, 2756351, 3555045	21	29	0.176856998484083	ototoxic
2771	Citalopram	1-[3-(dimethylamino)propyl]-1-(4-fluorophenyl)-3H-2-benzofuran-5-carbonitrile	WSEQXVZVJXJVFP-UHFFFAOYSA-N	37829299, 36133817, 25373120, 20705344	2	4	0.0168435236651507	ototoxic
2789	Clobazam	7-chloro-1-methyl-5-phenyl-1,5-benzodiazepine-2,4-dione	CXOXHMZGEKVPMT-UHFFFAOYSA-N	36057761	1	1	0.0084217618325753	ototoxic
2794	Clofazimine	N,5-bis(4-chlorophenyl)-3-propan-2-yliminophenazin-2-amine	WDQPAMHFFCXSNU-UHFFFAOYSA-N	7591945	1	1	0.0084217618325753	ototoxic
2801	Clomipramine	3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine	GDLIGKIOYRNHDA-UHFFFAOYSA-N	15290699, 10361962, 8835709, 1925726, 7043754, 7202822, 363977	7	7	0.0589523328280276	ototoxic
2802	Clonazepam	5-(2-chlorophenyl)-7-nitro-1,3-dihydro-1,4-benzodiazepin-2-one	DGBIGWXXNGSACT-UHFFFAOYSA-N	35996119, 27586175, 22626945, 2296254, 3492476, 6424398	6	6	0.0505305709954523	ototoxic
2803	Clonidine	N-(2,6-dichlorophenyl)-4,5-dihydro-1H-imidazol-2-amine	GJSURZIOUXUGAL-UHFFFAOYSA-N	41090493, 37659918, 36818154, 23757186, 22529415, 21808395, 21733416, 19926555, 12874489, 11782326, 3348719, 3281774, 2455159, 7428405	8	14	0.067374094660603	ototoxic
2812	Clotrimazole	1-[(2-chlorophenyl)-diphenylmethyl]imidazole	VNFPBHJOKIVQEB-UHFFFAOYSA-N	42049637, 22991276	0	2	0.0	undetermined
2882	Cromolyn	5-[3-(2-carboxy-4-oxochromen-5-yl)oxy-2-hydroxypropoxy]-4-oxochromene-2-carboxylic acid	IMZMKUWMOSJXDT-UHFFFAOYSA-N	36902051, 36902051	-2	2	-0.0168435236651507	otoprotective
2893	Cyclandelate	(3,3,5-trimethylcyclohexyl) 2-hydroxy-2-phenylacetate	WZHCOOQXZCIUNC-UHFFFAOYSA-N	3497796	1	1	0.0084217618325753	ototoxic
2907	Cyclophosphamide	N,N-bis(2-chloroethyl)-2-oxo-1,3,2lambda5-oxazaphosphinan-2-amine	CMSMOCZEIVJLDB-UHFFFAOYSA-N	41863458, 38450178, 28281768, 17026822, 16135407, 15377956, 11114707, 383255	8	8	0.067374094660603	ototoxic
2912	Cypermethrin	[cyano-(3-phenoxyphenyl)methyl] 3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate	KAATUXNTWXVJKI-UHFFFAOYSA-N	31122882, 29022183	2	2	0.0168435236651507	ototoxic
2913	Cyproheptadine	1-methyl-4-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenylidene)piperidine	JJCFRYNCJDLXIK-UHFFFAOYSA-N	38176752, 38627042, 33889537, 26019424, 23140169	-5	5	-0.0421088091628769	otoprotective
2955	Dapsone	4-(4-aminophenyl)sulfonylaniline	MQJKPEGWNLWLTK-UHFFFAOYSA-N	18604084, 20502558	2	2	0.0168435236651507	ototoxic
2966	Debrisoquine	3,4-dihydro-1H-isoquinoline-2-carboximidamide	JWPGJSVJDAJRLW-UHFFFAOYSA-N	779588	1	1	0.0084217618325753	ototoxic
2972	Deferiprone	3-hydroxy-1,2-dimethylpyridin-4-one	TZXKOCQBRNJULO-UHFFFAOYSA-N	37903661, 27879229, 26670754, 25051423, 23956204, 15570288	4	6	0.0336870473303015	ototoxic
2973	Deferoxamine	N-[5-[[4-[5-[acetyl(hydroxy)amino]pentylamino]-4-oxobutanoyl]-hydroxyamino]pentyl]-N'-(5-aminopentyl)-N'-hydroxybutanediamide	UBQYURCVBFRUQT-UHFFFAOYSA-N	42068692, 39276841, 38252990, 38242180, 37903661, 33841317, 34302894, 31198461, 30232935, 27879229, 26670754, 25051423, 23956204, 23056722, 17931455, 17869044, 17364358, 16344669, 15515654, 15570288, 12121739, 12187025, 11437646, 11023713, 10748326, 10601716, 9473083, 9429839, 9106087, 9223576, 9367228, 8556369, 8789814, 8738260, 8951429, 8880186, 7642453, 7857625, 1742962, 2380834, 2605127, 3227279, 3190562, 3657630, 3694744, 3503576, 4052864	15	47	0.126326427488631	ototoxic
2995	Desipramine	3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N-methylpropan-1-amine	HCYAFALTSJYZDH-UHFFFAOYSA-N	32413603, 26789925, 6691785	3	3	0.0252652854977261	ototoxic
3007	Amphetamine	1-phenylpropan-2-amine	KWTSXDURSIMDCE-UHFFFAOYSA-N	23757186, 15369211	2	2	0.0168435236651507	ototoxic
3009	Eflornithine	2,5-diamino-2-(difluoromethyl)pentanoic acid	VLCYCQAOQCDTCN-UHFFFAOYSA-N	39614759, 40503186, 31484660, 24371920, 22122766, 20051371, 19139001, 18268112, 19001365, 15247138, 15179223, 11359155, 10869460, 11051233, 10353725, 10589756, 9719082, 9829706, 9413354, 8538189, 8150743, 8318877, 8233488, 1862765, 2109593, 2116404, 2515533, 2492203, 2506912, 3115786, 3125950, 3013400, 3082642, 3102397	26	34	0.21896580764696	ototoxic
3016	Diazepam	7-chloro-1-methyl-5-phenyl-3H-1,4-benzodiazepin-2-one	AAOVKJBEBIDNHE-UHFFFAOYSA-N	37606190, 31521449, 22942327, 21733416, 16756965, 8358596, 7903326, 3164762, 2893410, 6374678, 6353434	7	11	0.0589523328280276	ototoxic
3019	Diazoxide	7-chloro-3-methyl-4H-1lambda6,2,4-benzothiadiazine 1,1-dioxide	GDLBFKVLRPITMI-UHFFFAOYSA-N	38623323	1	1	0.0084217618325753	ototoxic
3033	Diclofenac	2-[2-(2,6-dichloroanilino)phenyl]acetic acid	DCOPUUMXTXDBNB-UHFFFAOYSA-N	37606721, 31733939, 28484877, 28663620, 24396757	5	5	0.0421088091628769	ototoxic
3035	P,p'-dde	1-chloro-4-[2,2-dichloro-1-(4-chlorophenyl)ethenyl]benzene	UCNVFOCBFJOQAL-UHFFFAOYSA-N	41067162, 30716515, 25989860	3	3	0.0252652854977261	ototoxic
3036	1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene	1-chloro-4-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene	YVGGHNCTFXOJCH-UHFFFAOYSA-N	41067162, 30716515, 25989860	3	3	0.0252652854977261	ototoxic
3039	Dichlorvos	2,2-dichloroethenyl dimethyl phosphate	OEBRKCOSUFCWJD-UHFFFAOYSA-N	29022183, 27847309, 7344416, 7184787	4	4	0.0336870473303015	ototoxic
3052	Diethylcarbamazine	N,N-diethyl-4-methylpiperazine-1-carboxamide	RCKMWOKWVGPNJF-UHFFFAOYSA-N	35692472, 33591979, 3291074	3	3	0.0252652854977261	ototoxic
3055	Diphenidol	1,1-diphenyl-4-piperidin-1-ylbutan-1-ol	OGAKLTJNUQRZJU-UHFFFAOYSA-N	1103563	-1	1	-0.0084217618325753	otoprotective
3100	Diphenhydramine	2-benzhydryloxy-N,N-dimethylethanamine	ZZVUWRFHKOJYTH-UHFFFAOYSA-N	36660180, 32037720, 17876246, 10349117	-2	4	-0.0168435236651507	otoprotective
3101	Diphenyleneiodonium	8-iodoniatricyclo[7.4.0.02,7]trideca-1(13),2,4,6,9,11-hexaene	QFXKXRXFBRLLPQ-UHFFFAOYSA-N	34954246	-1	1	-0.0084217618325753	otoprotective
3108	Dipyridamole	2-[[2-[bis(2-hydroxyethyl)amino]-4,8-di(piperidin-1-yl)pyrimido[5,4-d]pyrimidin-6-yl]-(2-hydroxyethyl)amino]ethanol	IZEKFCXSFNUWAM-UHFFFAOYSA-N	34137476, 29680437, 28616557, 9704695, 7747703, 7633192, 1626502, 1814737	6	8	0.0505305709954523	ototoxic
3114	Disopyramide	4-[di(propan-2-yl)amino]-2-phenyl-2-pyridin-2-ylbutanamide	UVTNFZQICZKOEM-UHFFFAOYSA-N	38474165	-1	1	-0.0084217618325753	otoprotective
3117	Disulfiram	diethylcarbamothioylsulfanyl N,N-diethylcarbamodithioate	AUZONCFQVSMFAP-UHFFFAOYSA-N	40067887, 31866182, 31160205, 25464072, 2180271	-3	5	-0.0252652854977261	otoprotective
3121	Valproic acid	2-propylpentanoic acid	NIJJYAXOARWZEE-UHFFFAOYSA-N	40851451, 38707045, 34628237, 30173984, 27306762, 25875282, 25167568, 24941134, 25216807, 23976844, 17270285, 17173601, 12806571	11	13	0.0926393801583291	ototoxic
3140	114828-89-6	6,7-dinitroquinoxaline-2,3-dione	YEUPBRRGMWBCEB-UHFFFAOYSA-N	1684414	-1	1	-0.0084217618325753	otoprotective
3151	Domperidone	6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one	FGXWKSZFVQUSTL-UHFFFAOYSA-N	41928525, 29110425	2	2	0.0168435236651507	ototoxic
3152	Donepezil	2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one	ADEBPBSSDYVVLD-UHFFFAOYSA-N	36475205, 35423107, 28351483, 17447412	4	4	0.0336870473303015	ototoxic
3155	Dothiepin	3-(6H-benzo[c][1]benzothiepin-11-ylidene)-N,N-dimethylpropan-1-amine	PHTUQLWOUWZIMZ-UHFFFAOYSA-N	15290699, 8057000, 3282004	3	3	0.0252652854977261	ototoxic
3157	Doxazosin	[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone	RUZYUOTYCVRMRZ-UHFFFAOYSA-N	26678956, 19926555, 10595697, 7521090, 2904758, 2969740	6	6	0.0505305709954523	ototoxic
3158	Doxepin	3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine	ODQWQRRAPPTVAG-UHFFFAOYSA-N	16973315, 15290699, 9004052, 3882676, 2857709, 6361005	6	6	0.0505305709954523	ototoxic
3168	Droperidol	3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one	RMEDXOLNCUSCGS-UHFFFAOYSA-N	778518	1	1	0.0084217618325753	ototoxic
3194	Ebselen	2-phenyl-1,2-benzoselenazol-3-one	DYEFUKCXAQOFHX-UHFFFAOYSA-N	37711004, 34539342, 33678494, 33041759, 32147183, 30727719, 21804453, 19286452, 18629305, 15721563, 12855368, 10912697, 10842591, 10095194, 10569399, 9303151	-16	16	-0.134748189321206	otoprotective
3198	Econazole	1-[2-[(4-chlorophenyl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole	LEZWWPYKPKIXLL-UHFFFAOYSA-N	29673769	1	1	0.0084217618325753	ototoxic
3213	Ellipticine	5,11-dimethyl-6H-pyrido[4,3-b]carbazole	CTSPAMFJBXKSOY-UHFFFAOYSA-N	38840194	-1	1	-0.0084217618325753	otoprotective
3220	Emodin	1,3,8-trihydroxy-6-methylanthracene-9,10-dione	RHMXXJGYXNZAPX-UHFFFAOYSA-N	41110266	-1	1	-0.0084217618325753	otoprotective
3224	Endosulfan	1,9,10,11,12,12-hexachloro-4,6-dioxa-5lambda4-thiatricyclo[7.2.1.02,8]dodec-10-ene 5-oxide	RDYMFSUJUZBWLH-UHFFFAOYSA-N	41067162	1	1	0.0084217618325753	ototoxic
3229	Enoxacin	1-ethyl-6-fluoro-4-oxo-7-piperazin-1-yl-1,8-naphthyridine-3-carboxylic acid	IDYZIJYBMGIQMJ-UHFFFAOYSA-N	8052802, 1929256	2	2	0.0168435236651507	ototoxic
3278	Ethacrynic acid	2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid	AVOLMBLBETYQHX-UHFFFAOYSA-N	39522055, 37047688, 29937824, 21960349, 22189415, 19142155, 19142159, 17387707, 16978814, 16525832, 12875913, 14599696, 14759801, 12433413, 12372630, 10842600, 10678781, 10431119, 8703385, 8880186, 8647736, 7714255, 8073219, 7737922, 8340273, 8294268, 8294265, 8281295, 1731701, 1930985, 2064270, 1769908, 1662964, 1974248, 2160140, 2309560, 2380130, 2589069, 2512556, 3228181, 3178887, 3348750, 3344128, 3341701, 3436849, 3578676, 3003019, 3833863, 3972753, 6512095, 6281596, 7061347, 7064694, 7127434, 7197152, 7271577, 7469887, 6973908, 7446078, 7446061, 7369651, 114151, 435146, 532612, 760380, 665208, 753207, 716856, 895312, 139522, 300585, 1084946, 1156239, 235563	72	74	0.606366851945427	ototoxic
3291	Ethosuximide	3-ethyl-3-methylpyrrolidine-2,5-dione	HAPOVYFOVVWLRS-UHFFFAOYSA-N	38428726, 38428726	0	2	0.0	undetermined
3292	Ethotoin	3-ethyl-5-phenylimidazolidine-2,4-dione	SZQIFWWUIBRPBZ-UHFFFAOYSA-N	1675495	1	1	0.0084217618325753	ototoxic
3295	Ethoxzolamide	6-ethoxy-1,3-benzothiazole-2-sulfonamide	OUZWUKMCLIBBOG-UHFFFAOYSA-N	28695384	1	1	0.0084217618325753	ototoxic
3305	Etidronic acid	(1-hydroxy-1-phosphonoethyl)phosphonic acid	DBVJJBKOTRCVKF-UHFFFAOYSA-N	9799894	1	1	0.0084217618325753	ototoxic
3314	Eugenol	2-methoxy-4-prop-2-enylphenol	RRAFCDWBNXTKKO-UHFFFAOYSA-N	30126770	-1	1	-0.0084217618325753	otoprotective
3324	Famciclovir	[2-(acetyloxymethyl)-4-(2-aminopurin-9-yl)butyl] acetate	GGXKWVWZWMLJEH-UHFFFAOYSA-N	39562807	1	1	0.0084217618325753	ototoxic
3331	Felbamate	(3-carbamoyloxy-2-phenylpropyl) carbamate	WKGXYQFOCVYPAC-UHFFFAOYSA-N	35914010	1	1	0.0084217618325753	ototoxic
3335	Fenbufen	4-oxo-4-(4-phenylphenyl)butanoic acid	ZPAKPRAICRBAOD-UHFFFAOYSA-N	1929256	-1	1	-0.0084217618325753	otoprotective
3337	Fenfluramine	N-ethyl-1-[3-(trifluoromethyl)phenyl]propan-2-amine	DBGIVFWFUFKIQN-UHFFFAOYSA-N	9083608	1	1	0.0084217618325753	ototoxic
3339	Fenofibrate	propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate	YMTINGFKWWXKFG-UHFFFAOYSA-N	29908243, 29873734, 28290603	-3	3	-0.0252652854977261	otoprotective
3342	Fenoprofen	2-(3-phenoxyphenyl)propanoic acid	RDJGLLICXDHJDY-UHFFFAOYSA-N	28770976, 781234	2	2	0.0168435236651507	ototoxic
3343	Fenoterol	5-[1-hydroxy-2-[1-(4-hydroxyphenyl)propan-2-ylamino]ethyl]benzene-1,3-diol	LSLYOANBFKQKPT-UHFFFAOYSA-N	8877022	1	1	0.0084217618325753	ototoxic
3345	Fentanyl	N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide	PJMPHNIQZUBGLI-UHFFFAOYSA-N	40727635, 41236446, 39491463, 37824028, 38187991, 35209847, 33262644, 30666152, 30442653, 30104833, 28272250, 28663620, 28926159, 26006222, 26661448, 26266192, 25060406, 23788468, 23509019, 23789213, 23026166, 19926555, 19326422, 18452255, 19101743, 12651664, 15896585, 11980742, 15110368, 12242539, 11516599, 11240084, 9807845, 9429041, 9779697, 9404164, 9052292, 9205657, 7798415, 8457049, 6614539	41	41	0.34529223513559	ototoxic
3348	Fexofenadine	2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid	RWTNPBWLLIMQHL-UHFFFAOYSA-N	33304720	1	1	0.0084217618325753	ototoxic
3356	Flecainide	N-(piperidin-2-ylmethyl)-2,5-bis(2,2,2-trifluoroethoxy)benzamide	DJBNUMBKLMJRSA-UHFFFAOYSA-N	18376118, 8607396, 3129456, 6741844, 6499854, 6478470	6	6	0.0505305709954523	ototoxic
3363	5-fluoro-2'-deoxyuridine	5-fluoro-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione	ODKNJVUHOIMIIZ-UHFFFAOYSA-N	6462073	1	1	0.0084217618325753	ototoxic
3365	Fluconazole	2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol	RFHAOTPXVQNOHP-UHFFFAOYSA-N	29223040, 20735297, 2547410	3	3	0.0252652854977261	ototoxic
3372	Fluphenazine	2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol	PLDUPXSUYLZYBN-UHFFFAOYSA-N	25087165, 22786518	2	2	0.0168435236651507	ototoxic
3374	Flumequine	7-fluoro-12-methyl-4-oxo-1-azatricyclo[7.3.1.05,13]trideca-2,5,7,9(13)-tetraene-3-carboxylic acid	DPSPPJIUMHPXMA-UHFFFAOYSA-N	6812849	1	1	0.0084217618325753	ototoxic
3385	5-fluorouracil	5-fluoro-1H-pyrimidine-2,4-dione	GHASVSINZRGABV-UHFFFAOYSA-N	40525941, 29798950, 19242388, 16730538, 16135407, 10912694	6	6	0.0505305709954523	ototoxic
3386	Fluoxetine	N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine	RTHCYVBBDHJXIQ-UHFFFAOYSA-N	38597272, 37829299, 35386606, 36133817, 36140199, 29457627, 29123931, 21733416, 20705344, 17725889, 16973315, 2071559, 3282004, 3882682	10	14	0.0842176183257537	ototoxic
3394	Flurbiprofen	2-(3-fluoro-4-phenylphenyl)propanoic acid	SYTBZMRGLBWNTM-UHFFFAOYSA-N	31733939	1	1	0.0084217618325753	ototoxic
3397	Flutamide	2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide	MKXKFYHWDHIYRV-UHFFFAOYSA-N	34070066	-1	1	-0.0084217618325753	otoprotective
3406	4-methylpyrazole	4-methyl-1H-pyrazole	RIKMMFOAQPJVMX-UHFFFAOYSA-N	17222524	-1	1	-0.0084217618325753	otoprotective
3410	Formoterol	N-[2-hydroxy-5-[1-hydroxy-2-[1-(4-methoxyphenyl)propan-2-ylamino]ethyl]phenyl]formamide	BPZSYCZIITTYBL-UHFFFAOYSA-N	1974687	1	1	0.0084217618325753	ototoxic
3440	Furosemide	4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	41845253, 42003090, 41173903, 40712497, 40685565, 41271447, 41386467, 40160057, 40564195, 39725872, 39954163, 39484318, 39227091, 39312737, 40098168, 38882992, 38740884, 39291568, 37108758, 37692553, 36428503, 36564163, 38143588, 36286446, 35806348, 35182603, 33689236, 33667563, 33747602, 33566468, 32176146, 32891141, 31523085, 31090022, 32105765, 31312524, 30235835, 30193125, 30123180, 30078839, 29938442, 30489485, 30831441, 30196524, 29226816, 29403358, 29085910, 27311812, 29304389, 29937824, 26356130, 26692870, 26574172, 25629145, 26029729, 26279947, 24415490, 24762042, 25356760, 24308912, 23548607, 23884329, 23928512, 23811456, 24845404, 23756362, 23747541, 23109177, 22105869, 21455790, 21678708, 21493303, 21463565, 23483451, 21625081, 20673695, 21459067, 21044672, 21166271, 19861195, 19142155, 19032419, 18607918, 19233253, 17441933, 18692557, 18157569, 16450683, 16861256, 16199704, 15311369, 12520253, 15157960, 12597185, 12558280, 11895059, 11398698, 11520635, 10925178, 10962178, 11124466, 10431119, 10190752, 10223612, 9557770, 9525243, 9643307, 8996652, 9364616, 9389339, 8953818, 8611353, 8887885, 8800113, 8880186, 8113137, 8318205, 1486914, 1642871, 1547792, 1629050, 1930985, 1943418, 1662964, 2228803, 2923694, 2808293, 2708156, 2527839, 2531137, 3228181, 3351693, 3344128, 3055805, 3424416, 3113170, 2951360, 3015857, 3753295, 3962650, 4033342, 3003019, 4076205, 4088324, 3833863, 4051876, 4066523, 6480524, 6089723, 6512095, 6470975, 6673810, 6357686, 6135592, 7153909, 7093563, 7093562, 7042998, 6281596, 7180439, 7338574, 7338573, 7338572, 7224511, 6791457, 6973908, 7244560, 7381633, 114151, 532613, 716856, 567775, 622611, 895312, 857600, 139522, 1031348, 1089388, 1156239, 1166784	176	180	1.48223008253327	ototoxic
3446	Gabapentin	2-[1-(aminomethyl)cyclohexyl]acetic acid	UGJMXCAKCUNAIE-UHFFFAOYSA-N	39744414, 37659918, 34536917, 36065832, 34131845, 32979978, 31435774, 30686609, 31001654, 29210970, 28838247, 29238506, 27022338, 27306762, 25861202, 26141016, 27178738, 24806220, 24363103, 24992021, 23931787, 22786518, 22497967, 23149085, 22866002, 21692969, 21735419, 22161403, 21644108, 20050764, 20935616, 19415540, 19713257, 19874666, 17505569, 16879463, 16732211, 11882775, 11460968, 10667963, 10917408, 10440462, 9477149, 9579887, 8814113	41	45	0.34529223513559	ototoxic
